id,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
177,006e43460a55bc60c0a437521e426529,1,08574b074924071f4e201e151b152b4e,001cca7ae9ae17fb1caed9dfb1094831,17/05/2017 01:30,99,43.06
360,00dfb074b5c910fbd08e04691c4b712f,1,4f3b83b83f7fb280fca4f90ba502f50e,001cca7ae9ae17fb1caed9dfb1094831,19/06/2017 19:55,99.5,35.07
967,0240c9d87266e4cabc3bacdcdc6e77e4,1,547b95702aec86f05ac37e61d164891c,001cca7ae9ae17fb1caed9dfb1094831,18/06/2018 09:18,129,34.98
76,002c9def9c9b951b1bec6d50753c9891,1,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,21/05/2018 17:32,78,8.9
77,002c9def9c9b951b1bec6d50753c9891,2,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,21/05/2018 17:32,78,8.9
689,0199edc5b01351df8e73a674aa473ee7,1,83b92639fffd1d55c9e04c77c86d8d2c,00fc707aaaad2d31347cf883cd2dfe10,06/04/2018 04:10,93,8
331,00cb18db3d9c03f8386e7fc70cad2504,1,a3f986f6c4400aa6545d224be435f812,01cf7e3d21494c41fb86034f2e714fa1,18/07/2017 00:30,125.9,18.13
457,011108c8a3d6eee6807f48a2e639439f,1,ea11e700a343582ad56e4c70e966cb36,01cf7e3d21494c41fb86034f2e714fa1,02/05/2017 17:42,593.36,98.13
531,0135675503322d804abef7ec5ed4824b,1,5c6a3e484e7aebf406c2045718dea406,01fdefa7697d26ad920e9e0346d4bd1b,26/10/2017 19:35,104.99,17.98
944,02333096645cf1743050acd043b76e69,1,45f0310974e6082deeda855f91984347,0241d4d5d36f10f80c644447315af0bd,13/08/2018 17:30,119,27.13
267,00ac05fe0fc047c54418098eb64e3aaa,1,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,22/02/2018 14:30,99.9,23.57
79,002f16b7bc4530031b7d90f791b12d8a,1,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,04/07/2018 17:11,249.9,34.23
825,01e4121d4b2dcfb2ba6b8f367652aee8,1,40161099308e1f5f784d57e2b88b31b5,04aba03279157f6d4e0fe8ccaf21963c,06/11/2017 11:09,98,12.69
303,00bd8cf08fa3998ea6ad6d16c2165822,1,cfbc837967ca671ee87f5243f2a1024d,0509040ea3fe50071181bbc359eb7738,07/12/2017 10:59,21.8,12.48
262,00aa423621f35a9ca6c6240f275b0640,1,e9f2586707fb45ea0f9997c54f585842,0509040ea3fe50071181bbc359eb7738,29/11/2017 15:10,110.9,14.51
420,00fe20fc069833ab95021b46d6862646,1,cd4b1bc1c7c94fdcd94b2a7a87eeb050,056b4ada5bbc2c50cc7842547dda6b51,02/05/2018 21:51,142,8.02
70,002955b0acc63d04f6724a31967e82bd,1,d9bdf643d95cb89844c0da1a0df1d16e,058fd0aa2bfdb2274e05e1ae971dabb6,22/12/2017 15:51,120,15.59
519,012f2c4ca09b101a73e18957c3294cd6,1,a9e9edb1bcac585bfbfa381ce40e5d99,06532f10282704ef4c69168b914b77be,11/05/2017 22:35,1820,81.62
736,01b37f50cf3098b3dd9d0450a188348c,1,11dcc970f7a5581e1bf777b6da3f7096,06579cb253ecd5a3a12a9e6eb6bf8f47,03/07/2018 02:15,68.9,18.28
275,00b1861aeb89afa498404c684148a619,1,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,14/08/2018 08:30,25.79,23.33
276,00b1861aeb89afa498404c684148a619,2,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,14/08/2018 08:30,25.79,23.33
462,0113affd907a209209ab08413bb54226,1,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,16/07/2018 20:55,122.99,63.11
110,003d9fc84ad902adf2265248b5ffe1a4,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,22/08/2018 19:35,66.99,27.75
383,00efb72d8e18533f736e86770705d094,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,12/06/2018 17:53,66.99,22.97
363,00e1426d4c79f2e022570012c1ff57ed,1,8ec7eb9f181b55edfe7d45092c37a3ef,06a2c3af7b3aee5d69171b0e14f0ee87,28/03/2018 19:08,61.99,24.56
120,0044c6f6d22dd280534344177c81b989,1,01cf56cd6138b926a4802d16fc304149,06e5eefc71ec47ae763c5c6f8db7064f,23/05/2018 17:15,179.93,16.14
819,01dd288e8605af239a3a35e550e89235,1,3006b8f5b476750a03137c1b2755cea1,06e5eefc71ec47ae763c5c6f8db7064f,01/08/2017 08:05,169.99,16.63
728,01b15a896c5842077af2aaf4a9f94309,1,6b6b162b177d0f36987993aecbe1c65f,070d165398b553f3b4b851c216b8a358,29/03/2018 02:15,109.99,19.74
950,023669233121f0fb7899e5be2b22885f,1,6b6b162b177d0f36987993aecbe1c65f,070d165398b553f3b4b851c216b8a358,23/04/2018 04:54,109.99,23.25
952,023669233121f0fb7899e5be2b22885f,3,784c94d1803e49492d2758907914b26c,070d165398b553f3b4b851c216b8a358,23/04/2018 04:54,109.9,19.76
445,010d6db2f77220b394f147836c94f27b,1,9f14f401fce2d9ddd450e7ce60cb7f5f,080102cd0a76b09e0dcf55fcacc60e05,13/07/2018 17:10,14.9,15.23
911,021d0261c214591da7db51193c9aeb29,1,6a595ba787e397469b1a147508f361a9,080199a181c46c657dc5aa235411be3b,26/09/2017 05:15,179.49,9.45
416,00fbcd8b120e5706c58b9d1a0026a7da,1,8afee64dc809d5e833ae113a81774ddc,08061dc0fc165ed41288cc7acde738ee,23/11/2017 04:06,7.9,16.11
64,002691433f09002ac9ca0c4e8dbb8ead,1,430d215740da7fdda91cc938f8fd92f6,0887a9f087bcd5d9f6642b52f897fc6c,06/02/2017 21:18,104,16.43
715,01a75ac3dd000b7628a684be97c29234,1,b5c114b11d53b6fd85a6a90790f0b479,0adac9fbd9a2b63cccaac4f8756c1ca8,29/01/2018 10:59,42.9,15.1
544,013e9c654a339d80b53513da3c1ea437,1,bcac2cdcd851929a5caa3e1508d5abc9,0adac9fbd9a2b63cccaac4f8756c1ca8,22/06/2017 13:55,109.9,13.11
559,0148d3df00cebda592d4e5f966e300cc,1,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,24/08/2017 19:24,5.53,11.85
560,0148d3df00cebda592d4e5f966e300cc,2,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,24/08/2017 19:24,5.53,11.85
561,0148d3df00cebda592d4e5f966e300cc,3,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,24/08/2017 19:24,5.53,11.85
562,0148d3df00cebda592d4e5f966e300cc,4,ed08ea04c92f5f434c2362f7310fb328,0adac9fbd9a2b63cccaac4f8756c1ca8,24/08/2017 19:24,5.53,11.85
