payment_id,order_id,payment_sequential,payment_type,payment_installments,payment_value
31479,00f2c876aa08fbba04199823952e96c1,1,boleto,1,86.22
67978,00f324f6ec332cd73ef8be4888573662,1,credit_card,7,156.33
74118,00f33ee62c15223679d3550e751c37cd,1,credit_card,5,54.61
64470,00f426c7214575822c3cb44ea59ef0f6,1,debit_card,1,94.65
41544,00f57f2ccce2a2e3f393fe8f5e616e0d,1,credit_card,8,285.81
70747,00f5fbdc777e8198c1ee008122e28ae3,1,credit_card,5,221.07
61777,00f621226c6f4e938348f6f3a71fdc62,1,boleto,1,231.79
7029,00f6ac4816d12f49026b09f2aa77d15f,1,credit_card,3,163.32
28123,00f6dbc6195397197ee147ee45607a2c,1,boleto,1,64.42
16373,00f7c5b41250e0126ced62d612ff4711,1,boleto,1,80.67
3326,00f86b368251d739f1896d41469b2b7a,1,credit_card,4,175.05
11937,00f8fc0cb9d9b7813f1f54fbd75426f1,1,credit_card,1,163.77
85326,00f98eaeddb9debc8df8cb27e08216d4,1,boleto,1,60.94
77632,00f9b0236a85fb8a06fbd9b9c53fddd8,1,credit_card,6,166.62
72079,00f9b6769c6648ac08bf43081d1f2b07,1,credit_card,2,89.61
18566,00faa6afcde74aaa630e1d2fda2bb0f7,1,boleto,1,40.76
11158,00fb055886536063afa0dbee07a0944f,1,boleto,1,57.38
80052,00fb278a99144cc1004b3ed1452ff5e1,1,credit_card,3,30.95
68500,00fbcd8b120e5706c58b9d1a0026a7da,1,boleto,1,24.01
102148,00fc308dd7f0937682698becaa9dcc45,1,voucher,1,104.11
8783,00fcf938cde49ae138942b632ed62393,1,boleto,1,50.34
53472,00fdb72e467da6f3b000b19b368a6cf6,1,credit_card,3,35.85
53572,00fe20fc069833ab95021b46d6862646,1,credit_card,7,150.02
75481,00fed9e582d5a3e38566872eec164ac6,1,credit_card,8,412.18
63744,00ff0cf5583758e6964723e42f111bf4,1,credit_card,6,170.15
78163,010061e3aa0c6ed5e393dda0652bbee8,1,boleto,1,309.29
55448,01006620eb4732deec44be4b0d9e33cd,1,credit_card,5,145.13
90213,010078e0913f48d014483bd856c01ca1,1,credit_card,1,58.61
21570,01015fb6493ea5b9ba105c80b5452da1,1,credit_card,1,19.85
94968,0101aea69a09e1aa32caa6dbaba98503,1,credit_card,8,94.9
18856,01029b44abe6e15c8df48b1b759ab437,1,credit_card,2,93.85
36253,0103878b7ed86b6ec873cfae01379472,1,credit_card,1,265.36
40478,01074135a88ffa5978eaadfc7f482f2b,1,credit_card,1,116.61
13651,0108c64ec135e4a7a75e9b5102af9bfa,1,boleto,1,193.53
90501,0108fba93678555ad1cec9c267848187,1,credit_card,3,219.12
66904,01094e169d4b14edaf6954eeddb83633,1,credit_card,1,108.86
75186,010a35dc7fc3808a03d243d2fd8c6e35,1,debit_card,1,132.05
91316,010ab3b1993057e91f825c672375a66d,1,credit_card,6,155.05
101313,010b0f6bd323a9effd095a743e660f26,1,credit_card,3,36.71
18376,010b143d83a59b355cd5a75c0f0fd785,1,credit_card,8,224.6
59797,010c995323bc17d8156fbe2c37fed63e,1,credit_card,1,56.12
91800,010d14f76a229c295260e4ca4744acc7,1,credit_card,1,44.69
70560,010d15deea8cae96ae86ea8097917a17,1,credit_card,10,300.55
61895,010d6db2f77220b394f147836c94f27b,1,credit_card,1,30.13
42934,010e04b5f879320f29a9bd6ca41abc94,1,credit_card,1,119.48
1354,010e7dda85fff564e8b7076ae3928efb,1,credit_card,10,133.34
85937,010ef5b0279d7512e7343cb775e423c0,1,credit_card,1,74.41
78849,010efe60bdadc9261d1902f3c1dda5f3,1,credit_card,1,128.65
35359,010f223ddbec749e95ef3f5414f9c4ee,1,credit_card,4,97.43
73782,010fadb12341d8253d920362fc8f7a16,1,credit_card,1,54
33290,010ff1cfe12f3094577e72b7bcecdf98,1,credit_card,1,262.24
33221,0110688c40ff035d672af3aac1f38f10,1,credit_card,7,458.94
83199,011080783e02d05b26c8c158b3653a42,1,credit_card,1,47.72
95455,011105c3b5b8693eda1bfb1f152cec2a,1,credit_card,5,251.59
83080,011108c8a3d6eee6807f48a2e639439f,1,credit_card,7,691.49
81906,01115c06246220def210911556bdc0e5,1,credit_card,1,143.68
42210,011331376a4c6cc7a9e5bc165ec169d0,1,credit_card,4,144.63
26761,011375f941b3695c3c3ee58bfe0d3655,1,credit_card,2,144.29
27634,0113affd907a209209ab08413bb54226,1,credit_card,4,186.1
7451,0113c9989fe6e5007795daec0633b405,1,credit_card,1,128.88
12292,011405ae7b89def8ffb3468eb29c299d,1,credit_card,1,37.86
3288,01144cadcf64b6427f0a6580a3033220,1,credit_card,8,171.3
27590,0114835d7f0b3f674b70a989411e31c1,1,boleto,1,112.13
69008,01156b662f3f47b249b5a8881d205f08,1,credit_card,1,43
15752,0115abf6b892040abfdd5bdfcb6b2c51,1,boleto,1,207.98
100174,0115d160c5fbd758a139ff90821db60d,1,boleto,1,411.63
93821,0115f8bb1dc16d3fac863ce1deb037b6,1,credit_card,4,136.46
22949,011667ae100a333a3051c9a23e3f0283,1,credit_card,3,42.09
41377,011724d1afbd91844302627f79a66800,1,credit_card,2,69.69
20098,0119e98feb97441cb456c010c25b04ff,1,credit_card,1,104.96
37042,011a43bc9bb525517251ebb3ebc99b69,1,credit_card,10,920.2
80505,011a56023faf5bbb9af634e20a85f7bc,1,credit_card,6,137.28
23057,011abf147a69ba486bae3a74b6cd1814,1,credit_card,3,296.71
43932,011af0959ebf2b09a062867811dc63b5,1,credit_card,3,74.16
26078,011b142c9e082a5c1d10e0a88cd9c8e8,1,credit_card,1,297.2
14188,011b8dd4f8c36fd4fcf50643ce91d58a,1,credit_card,3,265.98
15038,011bf86f1b7dacebda2c874333cf656b,1,credit_card,10,108.64
39269,011c899816ea29773525bd3322dbb6aa,1,boleto,1,99.9
14156,011e6e76dd0cd56d26b5b0cb036e80a8,1,credit_card,1,23.28
9949,011f9dff2545a2cf8ac1809faed3ec88,1,credit_card,10,126.26
100496,011fcb4fabb3e142579ad63472b11227,1,boleto,1,23.1
67550,0120e3dd2696a3bbb68dc2860815f7f2,1,credit_card,8,258.25
102422,01218a8a807fc187849529e6f12237a9,1,credit_card,1,30.1
17005,0121cfa7c946e6589f50d7012d3eb5eb,1,credit_card,4,46.78
98963,012219b6d6d034eb359fc74730a080db,1,credit_card,1,217.4
61696,012248555cb0bf51df99199cef81d562,1,credit_card,2,70.83
83525,0122e81ff800460e44bb9c983ff2a2fd,1,boleto,1,74.28
1816,0123098b96f3d4014545642be53d891c,1,credit_card,2,117.08
88003,01235dc626dcf13283207ba7f36a959a,1,boleto,1,66.86
29922,01237c761ffb72594a466ed514518af0,1,credit_card,2,126.46
91809,0123a055aa66357326dd6db066592a7d,1,boleto,1,175.66
73663,0124e0c5bfae1979838a91e47df53f14,1,credit_card,1,62.38
57973,0124f01177fc17cf20e1974621fd759a,1,credit_card,1,202.87
69854,01255808a3d38a8dd69aa93265a4cb88,1,credit_card,10,519.16
11595,012670c73246a753cbde0a215c2b9e8f,1,credit_card,1,114.84
58891,0128412231f9fe9d7e944eea5392fc6b,1,boleto,1,94.83
4659,012973f4cb6743d00d7e2644ddc8804c,1,credit_card,1,33.32
68744,012a238ab54294a3b365812ccc82b135,1,credit_card,1,175.77
29157,012b3f6ab7776a8ab3443a4ad7bef2e6,1,credit_card,6,107.8
65648,012bea13f9a355c983efb59a3f23583a,1,credit_card,3,37.09
89007,012d8cbea490e6102cee6a2088aaa785,1,credit_card,2,112.89
25073,012dc9e42da722d22e32c618a2521bec,1,credit_card,4,58.87
60104,012e93f8170eb75b2f2f650629d04517,1,credit_card,2,65.1
46850,012ea594e035047289b3e7c3f8b90cef,1,boleto,1,72.35
70184,012eab2625c5f8aaac6f37f2c19ef62f,1,credit_card,6,97.22
82052,012f255bd5034b8e7fb3c91566a91cc8,1,credit_card,1,92.8
32688,012f29911fcd2f1209d937741a6bbc6f,1,credit_card,4,42.07
49449,012f2c4ca09b101a73e18957c3294cd6,1,credit_card,10,1901.62
63472,013037c3f1773cc8fdbaf8ff54d8013b,1,credit_card,1,7.58
70955,013037c3f1773cc8fdbaf8ff54d8013b,2,voucher,1,22.93
101254,013056cfe49763c6f66bda03396c5ee3,1,credit_card,5,254.7
47847,0130f0f71fb0e831d18e6a3b33a3a50c,1,boleto,1,52.77
101592,01311f2795d8463a11f9422173687696,1,boleto,1,128.46
716,0132158c30672a8c52997a2492613ec2,1,credit_card,8,413.31
41436,0132451f29a10b66a5cf1bacc85f9afe,1,credit_card,3,215.56
88829,0132d77609dd6e1867515ec57d898c10,1,credit_card,3,99.35
86978,0132f39e8ad9b42ad2d41c847f44c0ed,1,credit_card,3,37.16
76639,0132fef017ccf586491ca3685de667df,1,credit_card,1,76.87
17930,01336d091c57d8be1feca330c5f047bd,1,credit_card,3,90.73
62924,0133a47b53fee66218790a8d7dcab993,1,credit_card,1,108.2
42999,0135675503322d804abef7ec5ed4824b,1,credit_card,2,122.97
49202,01358622f65717728b3b2ec2cf4e8812,2,credit_card,1,14.8
101821,01358622f65717728b3b2ec2cf4e8812,1,credit_card,1,6.97
